arxiv_id,published,title,authors,category,matched_keywords,url,abstract
2507.17872v2,2025-07-23,Endpoint Factorization for Semileptonic Decays of Boosted and Resonant Off-Shell Top Quarks with a Large-Radius Bottom Jet,Andre H. Hoang; Christoph Regner,hep-ph,"jet, event shape",http://arxiv.org/abs/2507.17872v2,"We derive a factorization formula for boosted double resonant top-antitop pair production in $e^+e^-$ annihilation with a semileptonic top quark decay in the phase space region where the $b$-jet invariant mass is small. The decaying top quark state is defined through invariant mass measurements on the final states in the top and antitop hemispheres, and the $b$-jet is defined from clustering all hadrons in the top hemisphere. The factorization does not rely on the narrow width limit and accounts for the QCD off-shell and interference effects. The approach employs Soft-Collinear-Effective Theory and boosted Heavy-Quark-Effective-Theory and relies on a combination of factorization theorems known from $e^+e^-$ dijet production and inclusive semileptonic heavy meson endpoint decays. The result provides a first principles treatment of the dominant hadronization effects, which can be determined from $e^+e^-$ event shapes. In the factorization a new distribution function arises, called the ultra-collinear-soft (ucs) function, which encodes the Fermi motion of the decaying top quark within the state defined from the invariant mass measurement. The ucs function is a differential generalization of the inclusive bHQET jet function and shares properties of the shape function in semileptonic heavy meson decays. In frames where the top quark is very slow, it describes the coherent soft radiation arising from top production, propagation and decay, and encodes all effects that are non-factorizable from the perspective of the NW limit. Its form and renormalization depend on two light-cone momenta related to the top-jet and $b$-jet directions and their relative angle. Due to the large top quark width, the ucs function can be computed perturbatively, and we determine the QCD corrections at ${\cal O}(α_s)$. The anomalous dimension is known to three loops."
2507.17704v1,2025-07-23,Collinear limit of the energy-energy correlator in $e^+ e^-$ collisions: transition from perturbative to non-perturbative regimes,Enrico Herrmann; Zhong-Bo Kang; Jani Penttala; Congyue Zhang,hep-ph,"jet, energy-energy correlator, energy correlator, non-perturbative",http://arxiv.org/abs/2507.17704v1,"We study the collinear limit of the energy-energy correlator (EEC) in $e^+e^-$ collisions, focusing on the transition from the perturbative QCD regime at relatively large angles to the non-perturbative region at small angles. To describe this transition, we introduce a non-perturbative jet function and perform a global analysis at NNLO+NNLL accuracy using experimental data spanning center-of-mass energies from $Q = 29.0$ to $91.2$ GeV. This marks the first accurate description of the EEC across the entire near-side region ($0^\circ<χ<90^\circ$) within a unified theoretical framework. Our analysis also provides, for the first time, a quantitative extraction of the non-perturbative contribution to the EEC quark jet function, identifying a characteristic transition scale around $2.3$ GeV - distinct from the scale observed in EEC-in-jet measurements in $pp$ collisions at the LHC, which are dominated by gluon jets. These results offer the first evidence for flavor dependence (quark vs. gluon) in the EEC and provide new insights into the interplay between perturbative and non-perturbative QCD dynamics."
2507.17652v2,2025-07-23,Parity violation in Møller scattering within low-energy effective field theory,Sophie Kollatzsch; Daniel Moreno; David Radic; Adrian Signer,hep-ph,resummation,http://arxiv.org/abs/2507.17652v2,"We include electroweak effects in Moller scattering at low energies in an effective field theory approach and compute the left-right parity-violating asymmetry. The calculation using low-energy effective field theory provides a solid framework to integrate out heavy particles with masses of the order of the electroweak scale, allowing the resummation of all large logarithms between the electroweak scale and the scale, where QCD perturbation theory breaks down. The NLO electroweak corrections with leading logarithmic resummation, combined with QED corrections at NNLO and hadronic effects are implemented into the Monte Carlo framework McMule. Thus, we obtain a fully differential description and present results adapted to the MOLLER experiment. The potential impact of large logarithms at the next-to-leading logarithmic level is investigated."
2507.17607v1,2025-07-23,Minimal Dark Matter in the sky: updated Indirect Detection probes,Mohammad Aghaie; Alessandro Dondarini; Giulio Marino; Paolo Panci,hep-ph,resummation,http://arxiv.org/abs/2507.17607v1,"Minimal Dark Matter is among the simplest and most predictive Dark Matter frameworks, with the Majorana SU(2) 5-plet as its smallest accidentally stable real representation. We present a comprehensive reassessment of its indirect-detection signals. The $γ$-ray flux from both Sommerfeld-enhanced annihilations and bound-state formation is calculated, incorporating next-to-leading-order corrections and next-to-leading-log resummation of the relevant electroweak effects. In the Milky Way halo, bound-state formation dominates the flux near 100 GeV. The corresponding low-energy spectrum is used to place constraints based on Fermi-LAT observations of Galactic diffuse emission, while the high-energy part of the spectrum is employed to forecast the required observation time for several of the Milky Way's dwarf spheroidal galaxies using the Cherenkov Telescope Array Observatory (CTAO). Fermi-LAT data strongly disfavor the lower edge of the thermal mass window, even under conservative assumptions about the inner Galaxy density profile. Furthermore, several hundred hours of forthcoming CTAO observations of northern dwarfs should be sufficient to probe the central mass value."
2507.17593v3,2025-07-23,Inflationary Fossils Beyond Perturbation Theory,Riccardo Impavido; Nicola Bartolo,astro-ph.CO,non-perturbative,http://arxiv.org/abs/2507.17593v3,"In this work we provide the missing link between two approaches aimed at characterizing the effect of long perturbation modes in Inflation. We consider the Inflationary Fossils' approach (arXiv:1203.0302 and related works) that characterizes the power-spectrum of the inflaton field in presence of other long and non dynamical fossil fields, and a technique, appeared in arXiv:2103.09244, that computes, beyond perturbation theory, the power-spectrum of a scalar field in presence of a large fluctuation of a second field. We clarify a few points on the applicability of the non-perturbative technique. We prove in six distinct cases, one involving a violation of the consistency conditions, that the non-perturbative approach, once expanded to first order in the coupling, matches the perturbative result following the Fossils' approach. We believe that this non-perturbative technique extends to all orders the Fossils' approach, resumming infinitely many diagrams of standard in-in perturbation theory."
2507.17444v2,2025-07-23,Dihadron fragmentation framework for near-side energy-energy correlators,Zhong-Bo Kang; Andreas Metz; Daniel Pitonyak; Congyue Zhang,hep-ph,"jet, energy-energy correlator, energy correlator",http://arxiv.org/abs/2507.17444v2,"We establish an approach to analyze the free hadron and transition (nonperturbative) regions of near-side energy-energy correlators (EECs) based on dihadron fragmentation functions (DiFFs). We introduce a (nonperturbative) function we call the ""EEC-DiFF"" and explicitly show that expanding it for large relative transverse momentum between the two hadrons gives the $O(α_s)$ expression for the ""EEC jet"" function used in the quark/gluon (perturbative) region. This connection indicates that a formal theoretical matching will be able to bridge the free hadron, transition, and quark/gluon regions and allow all of them to be analyzed simultaneously. We further derive a result valid for near-side EECs in the free hadron and transition regions of $e^+e^-$ annihilation in terms of the EEC-DiFF. Using a simple model for the function, we perform the first fit within the dihadron framework to experimental data in this regime. We find reasonable agreement with the measurements and reproduce the salient features of near-side EECs in the free hadron and transition regions."
2507.17330v3,2025-07-23,Convergence in charmonium structure: light-front wave functions from basis light-front quantization and Dyson-Schwinger equations,Xianghui Cao; Yang Li; Chao Shi; James P. Vary; Qun Wang,hep-ph,non-perturbative,http://arxiv.org/abs/2507.17330v3,"We present a systematic comparison of charmonium light-front wave functions obtained through two complementary non-perturbative approaches: Basis Light-Front Quantization (BLFQ) and Dyson-Schwinger equations (DSE). Key observables include the charge form factor, gravitational form factors, light-cone distribution amplitudes, decay constants, and two-photon transition form factors. Despite their distinct theoretical foundations and model parameters, the predictions from BLFQ and DSE exhibit remarkable agreement across all observables. This convergence validates both frameworks for studying charmonium structure and highlights the complementary strengths of Hamiltonian-based (BLFQ) and Lagrangian-based (DSE) methods in addressing non-perturbative QCD."
2507.16900v1,2025-07-22,Phenomenology of Fractionally Charged Particles: Two Reps Are Better Than One,Seth Koren; Adam Martin,hep-ph,jet,http://arxiv.org/abs/2507.16900v1,"We continue our study of fractionally charged particles (FCPs) -- particles carrying electric charge a multiple of $e/6$. Discovering an FCP would inform us about both Standard Model physics (what the true gauge group and the one-form global symmetry are) and Beyond the Standard Model physics (ruling out many unified theories), which makes them a high-stakes target for collider searches. Here we find that with two FCPs there are vastly richer phenomenologies compared to the single-particle extensions we previously studied. Stringent constraints on colored FCPs can be dramatically weakened when decays are open; conversely the cross sections of the least visible species can be enlarged by up to $\sim 10^3$, increasing their discovery potential enormously at the LHC and milliQan. Overall, these simple models motivate performing searches for FCPs produced along with jets or leptons, and highlight 'free' discovery potential in reanalyzing existing missing-energy datasets for low-quality tracks."
2507.16890v2,2025-07-22,Thermal modifications of mesons and energy-energy correlators from real-time simulations of a $U(1)$ lattice gauge theory,João Barata; David Frenklakh; Swagato Mukherjee,hep-ph,"energy-energy correlator, energy correlator",http://arxiv.org/abs/2507.16890v2,"We investigate thermal properties of a $U(1)$ lattice gauge theory in $1+1$-dimensions through real-time simulations. We extract the spectral functions directly coupling to the pseudoscalar and scalar mesons, demonstrating the thermal modifications of these states with increasing temperatures. Introducing the notion of energy-flow operators, we quantify the temporal build-up of correlations in the energy flows across the lattice. We demonstrate that energy-energy correlators fail to factorize to products of energy flows, both in the vacuum and at nonzero-temperature, indicating the presence of non-trivial correlations in the quantum states. Our results constitute a first real-time \textit{ab-initio} study of bound state thermal broadening and finite temperature energy-flow correlations in a gauge theory, providing a benchmark for future studies of hadronic matter under extreme conditions."
2507.16686v1,2025-07-22,Ring-based ML calibration with in situ pileup correction for real-time jet triggers,Benjamin T. Carlson; Stephen T. Roche; Michael Hemmett; Tae Min Hong,hep-ph,jet,http://arxiv.org/abs/2507.16686v1,"We present a machine learning (ML) method to calibrate hadronic jet energy in real-time trigger systems of the High-Luminosity Large Hadron Collider (HL-LHC) using an efficient implementation on field programmable gate arrays (FPGA). Regression is done to estimate the transverse energy of jet candidates, using concentric rings of electromagnetic and hadronic contributions in 0.1 x 0.1 towers around fixed-radius cone jet seeds, that accounts for in situ pileup correction. Classification separates hard-scatter jets from those due to pileup using the same inputs; its output provides a correction for the regression estimate. The algorithm is tested on simulated samples using an ATLAS-inspired detector in the dense environment of 200 simultaneous proton-proton collisions per bunch crossing. Our method improves the signal efficiency of saving Higgs pair production in HH -> bbbb by a factor of two over the traditional cone jet algorithm in real-time trigger systems."
2507.16504v1,2025-07-22,Probing Large $N_f$ Through Schemes,Alan Pinoy; Shahram Vatani,hep-ph,"resummation, non-perturbative",http://arxiv.org/abs/2507.16504v1,"We investigate the reliability of the large $N_f$ expansion of four-dimensional gauge-fermion quantum field theories, focusing on the structure and scheme dependence of the beta function. While the existence of a nontrivial UV fixed point at leading order in $1/N_f$ suggests the possibility of asymptotic safety, the absence of higher-order terms precludes robust conclusions. We analyze the impact of renormalization scheme transformations and show that higher-order corrections inevitably introduce increasingly singular contributions. We prove that at most one renormalization scheme can preserve the dominance of the leading contribution, rendering the truncation trustworthy; in all other schemes, higher-order terms dominate and the expansion becomes unreliable. This result places strong constraints on the physical interpretation of UV fixed points in large $N_f$ theories and emphasizes the need for resummation or non-perturbative control to establish asymptotic safety."
2507.16400v1,2025-07-22,SUSY Highlights: Current Results and Future Prospects,Jory Sonneveld,hep-ex,jet,http://arxiv.org/abs/2507.16400v1,"At the Large Hadron Collider (LHC) at CERN in Geneva, Switzerland, one of the goals of colliding protons together is to search for new physics. Supersymmetry (SUSY), a popular theory of physics beyond the well-established standard model of particle physics, is a large part of the search program of the ATLAS and CMS multi-purpose detectors located on opposite sides of the 27-kilometer LHC ring. So far no sign of supersymmetry has been found in the most obvious search channels such as all-hadronic searches with jets and missing energy. This led to the development of many new search strategies. A selection of current results, including several observations of deviations from the standard model and novel search techniques, as well as future prospects are discussed in this talk."
2507.16355v2,2025-07-22,Energy Independence of the Collins Asymmetry in $p^{\uparrow}p$ Collisions, STAR Collaboration; B. E. Aboona; J. Adam; L. Adamczyk; I. Aggarwal; M. M. Aggarwal; Z. Ahammed; A. K. Alshammri; E. C. Aschenauer; S. Aslam; J. Atchison; V. Bairathi; X. Bao; P. Barik; K. Barish; S. Behera; R. Bellwied; P. Bhagat; A. Bhasin; S. Bhatta; S. R. Bhosale; J. Bielcik; J. Bielcikova; J. D. Brandenburg; C. Broodo; X. Z. Cai; H. Caines; M. Calderón de la Barca Sánchez; D. Cebra; J. Ceska; I. Chakaberia; P. Chaloupka; Y. S. Chang; Z. Chang; A. Chatterjee; D. Chen; J. H. Chen; Q. Chen; W. Chen; Z. Chen; J. Cheng; Y. Cheng; W. Christie; X. Chu; S. Corey; H. J. Crawford; M. Csanád; G. Dale-Gau; A. Das; D. De Souza Lemos; I. M. Deppner; A. Deshpande; A. Dhamija; A. Dimri; P. Dixit; X. Dong; J. L. Drachenberg; E. Duckworth; J. C. Dunlop; Y. S. El-Feky; J. Engelage; G. Eppley; S. Esumi; O. Evdokimov; O. Eyser; B. Fan; R. Fatemi; S. Fazio; H. Feng; Y. Feng; E. Finch; Y. Fisyak; F. A. Flor; C. Fu; T. Fu; C. A. Gagliardi; T. Galatyuk; T. Gao; Y. Gao; G. Garcia; F. Geurts; A. Gibson; A. Giri; K. Gopal; X. Gou; D. Grosnick; A. Gu; J. Gu; A. Gupta; W. Guryn; A. Hamed; R. J. Hamilton; J. Han; X. Han; S. Harabasz; M. D. Harasty; J. W. Harris; H. Harrison-Smith; L. B. Havener; X. H. He; Y. He; N. Herrmann; L. Holub; C. Hu; Q. Hu; Y. Hu; H. Huang; H. Z. Huang; S. L. Huang; T. Huang; Y. Huang; Y. Huang; Y. Huang; M. Isshiki; W. W. Jacobs; A. Jalotra; C. Jena; A. Jentsch; Y. Ji; J. Jia; X. Jiang; C. Jin; Y. Jin; N. Jindal; X. Ju; E. G. Judd; S. Kabana; D. Kalinkin; J. Kang; K. Kang; A. R. Kanuganti; D. Kapukchyan; K. Kauder; D. Keane; M. Kesler; A. Khanal; Y. V. Khyzhniak; D. P. Kikoła; J. Kim; D. Kincses; I. Kisel; A. Kiselev; A. G. Knospe; J. Kołaś; B. Korodi; L. K. Kosarzewski; L. Kumar; M. C. Labonte; R. Lacey; J. M. Landgraf; C. Larson; J. Lauret; A. Lebedev; J. H. Lee; Y. H. Leung; C. Li; D. Li; H-S. Li; H. Li; H. Li; H. Li; W. Li; X. Li; X. Li; Y. Li; Z. Li; Z. Li; X. Liang; R. Licenik; T. Lin; Y. Lin; M. A. Lisa; C. Liu; G. Liu; H. Liu; L. Liu; L. Liu; Z. Liu; Z. Liu; T. Ljubicic; O. Lomicky; E. M. Loyd; T. Lu; J. Luo; X. F. Luo; L. Ma; R. Ma; Y. G. Ma; N. Magdy; D. Mallick; R. Manikandhan; C. Markert; O. Matonoha; K. Mi; S. Mioduszewski; B. Mohanty; B. Mondal; M. M. Mondal; I. Mooney; J. Mrazkova; M. I. Nagy; C. J. Naim; A. S. Nain; J. D. Nam; M. Nasim; H. Nasrulloh; J. M. Nelson; M. Nie; G. Nigmatkulov; T. Niida; T. Nonaka; G. Odyniec; A. Ogawa; S. Oh; K. Okubo; B. S. Page; S. Pal; A. Pandav; A. Panday; A. K. Pandey; T. Pani; A. Paul; S. Paul; D. Pawlowska; C. Perkins; S. Ping; J. Pluta; B. R. Pokhrel; I. D. Ponce Pinto; M. Posik; E. Pottebaum; S. Prodhan; T. L. Protzman; A. Prozorov; V. Prozorova; N. K. Pruthi; M. Przybycien; J. Putschke; Y. Qi; Z. Qin; H. Qiu; C. Racz; S. K. Radhakrishnan; A. Rana; R. L. Ray; R. Reed; C. W. Robertson; M. Robotkova; M. A. Rosales Aguilar; D. Roy; P. Roy Chowdhury; L. Ruan; A. K. Sahoo; N. R. Sahoo; H. Sako; S. Salur; S. S. Sambyal; J. K. Sandhu; S. Sato; B. C. Schaefer; N. Schmitz; F-J. Seck; J. Seger; R. Seto; P. Seyboth; N. Shah; P. V. Shanmuganathan; T. Shao; M. Sharma; N. Sharma; R. Sharma; S. R. Sharma; A. I. Sheikh; D. Shen; D. Y. Shen; K. Shen; S. Shi; Y. Shi; E. Shulga; F. Si; J. Singh; S. Singha; P. Sinha; M. J. Skoby; N. Smirnov; Y. Söhngen; Y. Song; T. D. S. Stanislaus; M. Stefaniak; Y. Su; M. Sumbera; X. Sun; Y. Sun; B. Surrow; M. Svoboda; Z. W. Sweger; A. C. Tamis; A. H. Tang; Z. Tang; T. Tarnowsky; J. H. Thomas; A. R. Timmins; D. Tlusty; D. Torres Valladares; S. Trentalange; P. Tribedy; S. K. Tripathy; T. Truhlar; B. A. Trzeciak; O. D. Tsai; C. Y. Tsang; Z. Tu; J. E. Tyler; T. Ullrich; D. G. Underwood; G. Van Buren; J. Vanek; I. Vassiliev; F. Videbæk; S. A. Voloshin; F. Wang; G. Wang; G. Wang; J. S. Wang; J. Wang; K. Wang; X. Wang; Y. Wang; Y. Wang; Y. Wang; Z. Wang; Z. Wang; Z. Y. Wang; A. J. Watroba; J. C. Webb; P. C. Weidenkaff; G. D. Westfall; D. Wielanek; H. Wieman; G. Wilks; S. W. Wissink; R. Witt; C. P. Wong; J. Wu; X. Wu; X. Wu; X. Wu; B. Xi; Y. Xiao; Z. G. Xiao; G. Xie; W. Xie; H. Xu; N. Xu; Q. H. Xu; Y. Xu; Y. Xu; Y. Xu; Y. Xu; Z. Xu; Z. Xu; G. Yan; Z. Yan; C. Yang; Q. Yang; S. Yang; Y. Yang; Z. Ye; Z. Ye; L. Yi; Y. Yu; H. Zbroszczyk; W. Zha; C. Zhang; D. Zhang; J. Zhang; L. Zhang; S. Zhang; W. Zhang; X. Zhang; Y. Zhang; Y. Zhang; Y. Zhang; Y. Zhang; Z. Zhang; Z. Zhang; F. Zhao; J. Zhao; S. Zhou; Y. Zhou; X. Zhu; M. Zurek; M. Zyzak,hep-ex,jet,http://arxiv.org/abs/2507.16355v2,"The STAR experiment reports new, high-precision measurements of the transverse single-spin asymmetries for $π^{\pm}$ within jets, namely the Collins asymmetries, from transversely polarized ${p^{\uparrow}p}$ collisions at $\sqrt{s}$ = 510 GeV. The energy-scaled distribution of jet transverse momentum, $x_{\mathrm{T}} = 2p_{\mathrm{T,jet}}/\sqrt s$, shows a remarkable consistency for Collins asymmetries of $π^{\pm}$ in jets between $\sqrt{s}$ = 200 GeV and 510 GeV. This indicates that the Collins asymmetries are nearly energy independent with, at most, a very weak scale dependence in $p^{\uparrow}p$ collisions. These results extend to high-momentum scales ($Q^2 \leq 3400$ GeV$^2$) and enable unique tests of evolution and universality in the transverse-momentum-dependent formalism, thus providing important constraints for the Collins fragmentation functions."
2507.15945v1,2025-07-21,Extracting Essential Non-perturbative Information in Jet Invariant Mass via the Bayesian Analysis,Zhan Gao; Yu Shi; Bo-Wen Xiao; Han-Zhong Zhang,hep-ph,"jet, jet substructure, non-perturbative",http://arxiv.org/abs/2507.15945v1,"In this paper, we present a new three-dimensional non-perturbative (NP) function to account for and parameterize the NP contributions in the jet invariant mass spectrum, in addition to the conventional NP mass shift parametrization. By implementing Bayesian analysis on experimental data of the jet invariant mass from exclusive $W/Z+$jet events and inclusive jet events in $pp$ collisions at RHIC and LHC, where collisional energy increases by a factor of up to $65$ from RHIC to LHC, we ensure the analysis covers a wide range of data. For the first time, we simultaneously extract NP contributions from hadronization, initial soft-gluon radiation, and underlying events, based on two different NP prescriptions. We find that the contribution from initial soft-gluon radiation is negligible, and the hadronization effect dominates in the small-$R$ region, while underlying events provide the dominant contribution in the large-$R$ region. Moreover, when only hadronization effects are considered, our results successfully describe the jet mass data measured in $e^+e^-$ collisions, where only hadronization effects are expected to be present. Our work offers quantitative insights into understanding the soft hadronic contribution to jet substructure."
2507.15937v2,2025-07-21,Testing Real WIMPs with CTAO,Matthew Baumgart; Salvatore Bottaro; Diego Redigolo; Nicholas L. Rodd; Tracy R. Slatyer,hep-ph,resummation,http://arxiv.org/abs/2507.15937v2,"We forecast the reach of the upcoming Cherenkov Telescope Array Observatory (CTAO) to the full set of real representations within the paradigm of minimal dark matter. We employ effective field theory techniques to compute the annihilation cross section and photon spectrum that results when fermionic dark matter is the neutral component of an arbitrary odd and real representation of SU(2), including the Sommerfeld enhancement, next-to-leading log resummation of the relevant electroweak effects, and the contribution from bound states. We also compute the corresponding signals for scalar dark matter, with the exception of the bound state contribution. Results are presented for all real representations from the $\sim$3 TeV triplet (or wino), a $\mathbf{3}$ of SU(2), to the $\sim$300 TeV tredecuplet, a $\mathbf{13}$ of SU(2) that is at the threshold of the unitarity bound. Using these results, we forecast that with 500 hrs of Galactic Center observations and assuming background systematics are controlled at the level of ${\cal O}(1\%)$, then should no signal emerge, CTAO could exclude all representations up to the $\mathbf{11}$ of SU(2) in even the most conservative models for the dark-matter density in the inner galaxy, in both the fermionic and scalar dark matter cases. Assuming the default CTAO configuration, the tredecuplet will marginally escape exclusion, although we outline steps that CTAO could take to test even this scenario. In summary, CTAO appears poised to make a definitive statement on whether real WIMPs constitute the dark matter of our universe."
2507.15923v1,2025-07-21,Quantum Scaling in Energy Correlators Beyond the Confinement Transition,Cyuan-Han Chang; Hao Chen; Xiaohui Liu; David Simmons-Duffin; Feng Yuan; Hua Xing Zhu,hep-ph,"energy-energy correlator, energy correlator, non-perturbative",http://arxiv.org/abs/2507.15923v1,"We study the QCD scaling behavior of the small-angle Energy-Energy Correlator (EEC), focusing on the transition between its perturbative pre-confinement and non-perturbative post-confinement regimes. Applying the light-ray Operator Product Expansion (OPE), we develop a formalism that describes the scaling of the EEC with the input energy $Q$ in the transition and the post-confinement region, where the latter quantum scaling is determined by the $J=5$ DGLAP anomalous dimension. A key result of our work is a novel connection between the light-ray OPE and the dihadron fragmentation function (DFF), where we show that the non-perturbative OPE coefficients correspond to moments of the DFF. This finding establishes a new paradigm for studying hadronization. Our theoretical predictions are validated against Monte Carlo simulations for both $e^+e^-$ and $pp$ collisions, showing excellent agreement. The potential role of the quantum scaling in the precision determination of $α_s$ is also discussed."
2507.15820v1,2025-07-21,Factorization and Resummation for the Nearside Energy-Energy Correlators,Yuxun Guo; Feng Yuan; Wenbin Zhao,hep-ph,"energy-energy correlator, energy correlator, resummation",http://arxiv.org/abs/2507.15820v1,"By utilizing the di-hadron fragmentation formalism, we extend the previous factorization of nearside energy-energy correlators (EEC) in the collinear limit and derive an all order resummation in the Fourier transform $b_T$-space. A perfect matching is obtained when we compare to the fixed-order results. We further demonstrate the resummation effects for the EEC in $e^+e^-$ annihilation and show that they will significantly improve the theoretical predictions at small angles."
2507.15387v2,2025-07-21,Spin correlations and Bell nonlocality in $Λ\barΛ$ pair production from $e^+e^-$ collisions with a thrust cut,Shi-Jia Lin; Ming-Jun Liu; Ding Yu Shao; Shu-Yi Wei,hep-ph,"jet, resummation",http://arxiv.org/abs/2507.15387v2,"We present a comprehensive theoretical study of spin correlations in $Λ\barΛ$ production from $e^+e^-$ annihilation, providing the theoretical predictions for the Belle II experiment. Using soft-collinear effective theory, we perform the first resummation of large logarithms for the longitudinal ($C_{LL}$) and transverse ($C_{TT}$) spin correlations for events with a cut on the thrust variable. Our calculation achieves next-to-next-to-leading logarithmic accuracy and incorporates the determination of polarized fragmenting jet functions. This framework provides robust predictions with significantly reduced theoretical uncertainties compared to fixed-order parton model approaches. Furthermore, we establish a direct mapping between the experimentally accessible spin correlation, $C_{TT}$, and a testable CHSH-Bell inequality. This result reframes $C_{TT}$ as a quantitative probe of quantum decoherence, providing a novel tool to measure the degree of parton-level entanglement that survives the fragmentation and hadronization process."
2507.15242v1,2025-07-21,Radiation Spectrum of the Photospheric Emission for a Turbulent Relativistic Jet,Guo-Yu Li; Da-Bin Lin; Zhi-Lin Chen; En-Wei Liang,astro-ph.HE,jet,http://arxiv.org/abs/2507.15242v1,"The prompt $γ$-rays of gamma-ray bursts (GRBs) may originate from the photosphere of a relativistic jet. However, only a few GRBs have been observed with evident blackbody-like emission, for example, GRB~090902B. It has been demonstrated that internal dissipation processes, such as magnetic reconnection, can occur within the relativistic jet and thereby drive violent turbulence in the dissipation region. In this paper, we study the photospheric emission of a jet with turbulence below its photosphere. Here, the turbulence is modeled phenomenological under the assumption that the four-velocity of its eddies follows a Gaussian distribution in the jet's co-moving frame. It is found that the turbulence scatters photons to high energies and thus intensifies the emission in the high-energy regime. The corresponding distortion of the radiation field can be preserved if and only if the turbulence occurs in a region with incomplete photon-electron coupling. Consequently, the observed radiation spectrum can be reshaped into a Band-like spectrum."
2507.15084v1,2025-07-20,Simulation-Prior Independent Neural Unfolding Procedure,Anja Butter; Theo Heimel; Nathan Huetsch; Michael Kagan; Tilman Plehn,hep-ph,"jet, jet substructure",http://arxiv.org/abs/2507.15084v1,"Machine learning allows unfolding high-dimensional spaces without binning at the LHC. The new SPINUP method extracts the unfolded distribution based on a neural network encoding the forward mapping, making it independent of the prior from the simulated training data. It is made efficient through neural importance sampling, and ensembling can be used to estimate the effect of information loss in the forward process. We showcase SPINUP for unfolding detector effects on jet substructure observables and for unfolding to parton level of associated Higgs and single-top production."
2507.15019v1,2025-07-20,Phenomenology of scalar particles assisted by machine learning,E. A. Herrera-Chacón,hep-ph,jet,http://arxiv.org/abs/2507.15019v1,"In this thesis, we explore the phenomenology of scalar particles within Beyond Standard Model frameworks, using Machine Learning (ML) techniques to enhance sensitivity and discovery potential at current and future collider experiments, the Large Hadron Collider (LHC) and the High-Luminosity LHC (HL-LHC). Specifically, we study scalar extensions of the Standard Model such as the Two Higgs Doublet Model Type-III (2HDM-III) and the Froggatt-Nielsen Flavon model. We perform a detailed collider analysis focusing on charged Higgs boson pair production within the 2HDM-III, examining final states involving muons, neutrinos and quark jets. Our studies identify parameter regions consistent with recent experimental anomalies reported by ATLAS collaboration, particularly in charged Higgs decays involving charm-bottom quark transitions, and suggest concrete scenarios for achieving statistically significant signals of 5$σ$ at future luminosities. In the context of the Flavon model, we analyse potential signatures of a new scalar called Flavon decaying into a Higgs boson and a pair of bottom quarks, followed by the channels where the Higgs decays into a pair of bottom quarks or a pair of photons. Additionally, we analyse Lepton-Flavour-Violating processes, both of them achieving discovery level significances of up to $5σ$ at the HL-LHC. Using multivariate analysis techniques, specifically Boosted Decision Trees, we demonstrate a significant improvement in signal discrimination. Throughout this thesis, ML methodologies have been integral, notably enhancing the signal from background separation and significantly improving the robustness of phenomenological predictions. The methods and analyses presented here contribute to clarifying the flavour structure mysteries of the SM and offer actionable targets for future experimental searches."
2507.14637v2,2025-07-19,Determination of Fragmentation Functions from Charge Asymmetries in Hadron Production,Jun Gao; ChongYang Liu; Bin Zhou,hep-ph,non-perturbative,http://arxiv.org/abs/2507.14637v2,"We propose a novel method for extracting non-singlet (NS) fragmentation functions (FFs) of light charged hadrons from charge asymmetries measured in hadron fragmentation, using data from both single-inclusive electron-positron annihilation and semi-inclusive deep-inelastic scattering processes. We determine the NS FFs for pions and kaons at next-to-next-to-leading order in Quantum Chromodynamics, including a comprehensive uncertainty analysis. The extracted FFs reveal a scaling index of about 0.7 at large momentum fractions and low energy scales, a strangeness suppression factor of about 0.5, and universality in fragmentation of light mesons. Our findings provide a valuable benchmark for testing non-perturbative QCD models and Monte Carlo event generators, and serve as crucial input for future electron-ion colliders."
2507.14349v3,2025-07-18,Analysis note: measurement of thrust in $e^{+}e^{-}$ collisions at $\sqrt{s}$ = 91 GeV with archived ALEPH data,Anthony Badea; Austin Baty; Hannah Bossi; Yu-Chen Chen; Yi Chen; Jingyu Zhang; Gian Michele Innocenti; Marcello Maggi; Chris McGinn; Michael Peters; Tzu-An Sheng; Vinicius Mikuni; Matthew Avaylon; Patrick Komiske; Eric Metodiev; Jesse Thaler; Benjamin Nachman; Yen-Jie Lee,hep-ex,non-perturbative,http://arxiv.org/abs/2507.14349v3,"A measurement of the thrust distribution in $e^{+}e^{-}$ collisions at $\sqrt{s} = 91.2$ GeV with archived data from the ALEPH experiment at the Large Electron-Positron Collider is presented. The thrust distribution is reconstructed from charged and neutral particles resulting from hadronic $Z$-boson decays. For the first time with $e^{+}e^{-}$ data, detector effects are corrected using a machine learning based method for unbinned unfolding. The measurement provides new input for resolving current discrepancies between theoretical calculations and experimental determinations of $α_{s}$, constraining non-perturbative effects through logarithmic moments, developing differential hadronization models, and enabling new precision studies using the archived data."
